locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOGGKBHB_01394	CDS	306				hypothetical protein
NOGGKBHB_01395	CDS	513				hypothetical protein
NOGGKBHB_01396	CDS	1605				hypothetical protein
NOGGKBHB_01397	CDS	765	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NOGGKBHB_01398	CDS	984				hypothetical protein
NOGGKBHB_01399	CDS	1095				hypothetical protein
NOGGKBHB_01400	CDS	795				hypothetical protein
NOGGKBHB_01401	CDS	1866	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
NOGGKBHB_01402	CDS	276				hypothetical protein
NOGGKBHB_01403	CDS	510	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
NOGGKBHB_01404	CDS	1134	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
NOGGKBHB_01405	CDS	2727	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
NOGGKBHB_01406	CDS	1152				hypothetical protein
NOGGKBHB_01407	CDS	2397	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
NOGGKBHB_01408	CDS	867	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
NOGGKBHB_01409	CDS	1569	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
NOGGKBHB_01410	CDS	831				hypothetical protein
NOGGKBHB_01411	CDS	912				hypothetical protein
NOGGKBHB_01412	tRNA	77				tRNA-Asp(gtc)
NOGGKBHB_01413	CDS	717	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
NOGGKBHB_01414	CDS	1041	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
NOGGKBHB_01415	CDS	2814	lptD		COG1452	LPS-assembly protein LptD
NOGGKBHB_01416	CDS	1305	surA_2	5.2.1.8	COG0760	Chaperone SurA
NOGGKBHB_01417	CDS	963				hypothetical protein
NOGGKBHB_01418	CDS	363				hypothetical protein
NOGGKBHB_01419	CDS	477	greA		COG0782	Transcription elongation factor GreA
NOGGKBHB_01420	CDS	3237	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NOGGKBHB_01421	CDS	510				hypothetical protein
NOGGKBHB_01422	CDS	225				hypothetical protein
NOGGKBHB_01423	CDS	300				hypothetical protein
NOGGKBHB_01424	CDS	840				hypothetical protein
NOGGKBHB_01425	CDS	1233	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NOGGKBHB_01426	CDS	90				hypothetical protein
NOGGKBHB_01427	CDS	414	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
NOGGKBHB_01428	CDS	1593	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
NOGGKBHB_01429	CDS	1677	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
NOGGKBHB_01430	CDS	378				hypothetical protein
NOGGKBHB_01431	CDS	1350	cysG		COG0007	Siroheme synthase
NOGGKBHB_01432	CDS	639	nagL	5.2.1.4		Maleylpyruvate isomerase
NOGGKBHB_01433	CDS	1077				hypothetical protein
NOGGKBHB_01434	tRNA	85				tRNA-Leu(tag)
NOGGKBHB_01435	CDS	183				hypothetical protein
NOGGKBHB_01436	CDS	933	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
NOGGKBHB_01437	CDS	2814	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
NOGGKBHB_01438	CDS	378	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
NOGGKBHB_01439	CDS	306				hypothetical protein
NOGGKBHB_01440	CDS	321	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
NOGGKBHB_01441	CDS	483				hypothetical protein
NOGGKBHB_01442	CDS	1395				hypothetical protein
NOGGKBHB_01443	CDS	1320			COG0661	putative protein
NOGGKBHB_01444	CDS	762	moeB_2	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
NOGGKBHB_01445	CDS	888	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NOGGKBHB_01446	CDS	1545				hypothetical protein
NOGGKBHB_01447	CDS	945	ssuR			HTH-type transcriptional regulator SsuR
NOGGKBHB_01448	CDS	1446	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NOGGKBHB_01449	CDS	243				hypothetical protein
NOGGKBHB_01450	CDS	1233	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
NOGGKBHB_01451	CDS	744	lipB	2.3.1.181		Octanoyltransferase
NOGGKBHB_01452	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
NOGGKBHB_01453	CDS	1107	aroC	4.2.3.5		Chorismate synthase
NOGGKBHB_01454	CDS	489				hypothetical protein
NOGGKBHB_01455	CDS	2223	ppk	2.7.4.1		Polyphosphate kinase
NOGGKBHB_01456	CDS	672	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NOGGKBHB_01457	CDS	405				hypothetical protein
NOGGKBHB_01458	CDS	996	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
NOGGKBHB_01459	CDS	1098	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
NOGGKBHB_01460	CDS	705	mutS2	3.1.-.-		Endonuclease MutS2
NOGGKBHB_01461	CDS	1281	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NOGGKBHB_01462	CDS	720	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NOGGKBHB_01463	CDS	1419	der		COG1160	GTPase Der
NOGGKBHB_01464	CDS	1179	bamB			Outer membrane protein assembly factor BamB
NOGGKBHB_01465	CDS	834				hypothetical protein
NOGGKBHB_01466	CDS	1269	hisS	6.1.1.21		Histidine--tRNA ligase
NOGGKBHB_01467	CDS	951				hypothetical protein
NOGGKBHB_01468	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NOGGKBHB_01469	CDS	597				hypothetical protein
NOGGKBHB_01470	CDS	1188	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
NOGGKBHB_01471	CDS	1113	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
NOGGKBHB_01472	CDS	1146		1.14.11.-	COG2850	putative ribosomal oxygenase
NOGGKBHB_01473	CDS	156				hypothetical protein
NOGGKBHB_01474	CDS	3723	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NOGGKBHB_01475	CDS	885	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
NOGGKBHB_01476	CDS	807	cysE	2.3.1.30	COG1045	Serine acetyltransferase
NOGGKBHB_01477	CDS	456	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
NOGGKBHB_01478	CDS	1035				hypothetical protein
NOGGKBHB_01479	CDS	903		1.-.-.-	COG1028	putative oxidoreductase
NOGGKBHB_01480	CDS	978				hypothetical protein
NOGGKBHB_01481	CDS	1863	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
NOGGKBHB_01482	CDS	1797	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
NOGGKBHB_01483	CDS	789	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
NOGGKBHB_01484	CDS	747				hypothetical protein
NOGGKBHB_01485	CDS	195				hypothetical protein
NOGGKBHB_01486	CDS	723	mhqN	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
NOGGKBHB_01487	CDS	168				hypothetical protein
NOGGKBHB_01488	CDS	1494				hypothetical protein
NOGGKBHB_01489	CDS	186	yacG			DNA gyrase inhibitor YacG
NOGGKBHB_01490	CDS	249	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
NOGGKBHB_01491	CDS	900	yjjP		COG2966	Inner membrane protein YjjP
NOGGKBHB_01492	CDS	465				hypothetical protein
NOGGKBHB_01493	CDS	2853				hypothetical protein
NOGGKBHB_01494	CDS	1713	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NOGGKBHB_01495	CDS	477	lrp		COG1522	Leucine-responsive regulatory protein
NOGGKBHB_01496	CDS	792	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
NOGGKBHB_01497	CDS	1092	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
NOGGKBHB_01498	CDS	753				hypothetical protein
NOGGKBHB_01499	CDS	708				hypothetical protein
NOGGKBHB_01500	CDS	570	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NOGGKBHB_01501	CDS	741	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
NOGGKBHB_01502	CDS	984	thiY		COG0715	Formylaminopyrimidine-binding protein
NOGGKBHB_01503	CDS	753	ribX			Riboflavin transport system permease protein RibX
NOGGKBHB_01504	CDS	1191	tufA_4		COG0050	Elongation factor Tu
NOGGKBHB_01505	CDS	2127	fusA		COG0480	Elongation factor G
NOGGKBHB_01506	CDS	474	rpsG		COG0049	30S ribosomal protein S7
NOGGKBHB_01507	CDS	450	rpsL		COG0048	30S ribosomal protein S12
NOGGKBHB_01508	CDS	2130				hypothetical protein
NOGGKBHB_01509	CDS	1233	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
NOGGKBHB_01510	CDS	1380	menF	5.4.4.2		Isochorismate synthase MenF
NOGGKBHB_01511	CDS	1797		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
NOGGKBHB_01512	CDS	183				hypothetical protein
NOGGKBHB_01513	CDS	1626				hypothetical protein
NOGGKBHB_01514	CDS	3003	lbpA		COG1629	Lactoferrin-binding protein A
NOGGKBHB_01515	CDS	2673				hypothetical protein
NOGGKBHB_01516	CDS	1587	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
NOGGKBHB_01517	CDS	297				hypothetical protein
NOGGKBHB_01518	CDS	2799	secA		COG0653	Protein translocase subunit SecA
NOGGKBHB_01519	CDS	1305	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NOGGKBHB_01520	CDS	339				hypothetical protein
NOGGKBHB_01521	CDS	702	ygfZ		COG0354	tRNA-modifying protein YgfZ
NOGGKBHB_01522	CDS	873	corC		COG4535	Magnesium and cobalt efflux protein CorC
NOGGKBHB_01523	CDS	465				hypothetical protein
NOGGKBHB_01524	CDS	738				hypothetical protein
NOGGKBHB_01525	CDS	1512	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
NOGGKBHB_01526	CDS	1128		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
NOGGKBHB_01527	CDS	288				hypothetical protein
NOGGKBHB_01528	CDS	237				hypothetical protein
NOGGKBHB_01529	CDS	669				hypothetical protein
NOGGKBHB_01530	CDS	918	yedI		COG2354	Inner membrane protein YedI
NOGGKBHB_01531	CDS	1059	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
NOGGKBHB_01532	CDS	771	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
NOGGKBHB_01533	CDS	534	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
NOGGKBHB_01534	CDS	1422				hypothetical protein
NOGGKBHB_01535	CDS	186				hypothetical protein
NOGGKBHB_01536	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
NOGGKBHB_01537	CDS	627				hypothetical protein
NOGGKBHB_01538	CDS	1662		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
NOGGKBHB_01539	CDS	1344	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
NOGGKBHB_01540	CDS	2016	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
NOGGKBHB_01541	CDS	573	lolB		COG3017	Outer-membrane lipoprotein LolB
NOGGKBHB_01542	CDS	873	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NOGGKBHB_01543	tRNA	76				tRNA-Gln(ttg)
NOGGKBHB_01544	tRNA	76				tRNA-Gln(ttg)
NOGGKBHB_01545	CDS	954	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NOGGKBHB_01546	CDS	516	yceJ		COG3038	Cytochrome b561 
NOGGKBHB_01547	CDS	1005				hypothetical protein
NOGGKBHB_01548	CDS	723	walR		COG0745	Transcriptional regulatory protein WalR
NOGGKBHB_01549	CDS	1566	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NOGGKBHB_01550	CDS	1071	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NOGGKBHB_01551	CDS	690				hypothetical protein
NOGGKBHB_01552	CDS	831	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
NOGGKBHB_01553	CDS	522	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
NOGGKBHB_01554	CDS	201	ccmD		COG3114	Heme exporter protein D
NOGGKBHB_01555	CDS	810	ccmC		COG0755	Heme exporter protein C
NOGGKBHB_01556	CDS	546				hypothetical protein
NOGGKBHB_01557	CDS	1152	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
NOGGKBHB_01558	CDS	711				Single-stranded DNA-binding protein
NOGGKBHB_01559	CDS	2874	uvrA		COG0178	UvrABC system protein A
NOGGKBHB_01560	CDS	765	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
NOGGKBHB_01561	CDS	366	rsfS		COG0799	Ribosomal silencing factor RsfS
NOGGKBHB_01562	CDS	783	nudL	3.6.1.-		putative Nudix hydrolase NudL
NOGGKBHB_01563	CDS	576				hypothetical protein
NOGGKBHB_01564	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
NOGGKBHB_01565	CDS	705	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
NOGGKBHB_01566	CDS	858				hypothetical protein
NOGGKBHB_01567	CDS	1200	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
NOGGKBHB_01568	CDS	1323	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
NOGGKBHB_01569	CDS	441				hypothetical protein
NOGGKBHB_01570	CDS	834	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
NOGGKBHB_01571	CDS	195				hypothetical protein
NOGGKBHB_01572	CDS	2967	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NOGGKBHB_01573	CDS	909	cysM	2.5.1.47	COG0031	Cysteine synthase B
NOGGKBHB_01574	CDS	774				hypothetical protein
NOGGKBHB_01575	CDS	225				hypothetical protein
NOGGKBHB_01576	CDS	129				hypothetical protein
NOGGKBHB_01577	CDS	1494	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
NOGGKBHB_01578	CDS	1746	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
NOGGKBHB_01579	CDS	2367	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
NOGGKBHB_01580	CDS	909	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NOGGKBHB_01581	CDS	969	zipA			Cell division protein ZipA
NOGGKBHB_01582	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
NOGGKBHB_01583	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
NOGGKBHB_01584	CDS	2397	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
NOGGKBHB_01585	CDS	1032	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
NOGGKBHB_01586	CDS	696				hypothetical protein
NOGGKBHB_01587	CDS	837	egtB	1.14.99.50		Hercynine oxygenase
NOGGKBHB_01588	CDS	1509				hypothetical protein
NOGGKBHB_01589	CDS	534	nsrR		COG1959	HTH-type transcriptional repressor NsrR
NOGGKBHB_01590	CDS	2277				hypothetical protein
NOGGKBHB_01591	CDS	357	rplT		COG0292	50S ribosomal protein L20
NOGGKBHB_01592	CDS	192	rpmI		COG0291	50S ribosomal protein L35
NOGGKBHB_01593	CDS	810	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
NOGGKBHB_01594	CDS	234	tatA			Sec-independent protein translocase protein TatA
NOGGKBHB_01595	CDS	537	tatB			Sec-independent protein translocase protein TatB
NOGGKBHB_01596	CDS	744	tatC		COG0805	Sec-independent protein translocase protein TatC
NOGGKBHB_01597	CDS	1689				hypothetical protein
NOGGKBHB_01598	CDS	744	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
NOGGKBHB_01599	CDS	1485	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
NOGGKBHB_01600	CDS	972	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
NOGGKBHB_01601	CDS	1191	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
NOGGKBHB_01602	CDS	966				hypothetical protein
NOGGKBHB_01603	CDS	579				hypothetical protein
NOGGKBHB_01604	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
NOGGKBHB_01605	CDS	1272	gltS		COG0786	Sodium/glutamate symporter
NOGGKBHB_01606	CDS	3945	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
NOGGKBHB_01607	CDS	1224	bcr			Bicyclomycin resistance protein
NOGGKBHB_01608	CDS	1665				hypothetical protein
NOGGKBHB_01609	CDS	1260	epsF		COG1459	Type II secretion system protein F
NOGGKBHB_01610	CDS	777	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NOGGKBHB_01611	CDS	636	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NOGGKBHB_01612	CDS	546				hypothetical protein
NOGGKBHB_01613	CDS	1959	mdtB			Multidrug resistance protein MdtB
NOGGKBHB_01614	CDS	384	bepE			Efflux pump membrane transporter BepE
NOGGKBHB_01615	CDS	393				hypothetical protein
NOGGKBHB_01616	CDS	111				hypothetical protein
NOGGKBHB_01617	CDS	288				hypothetical protein
NOGGKBHB_01618	CDS	471	mdtE			Multidrug resistance protein MdtE
NOGGKBHB_01619	CDS	654				hypothetical protein
NOGGKBHB_01620	CDS	2097	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
NOGGKBHB_01621	CDS	1305	cysNC		COG0529	Bifunctional enzyme CysN/CysC
NOGGKBHB_01622	CDS	924	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
NOGGKBHB_01623	CDS	732	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
NOGGKBHB_01624	CDS	279				hypothetical protein
NOGGKBHB_01625	CDS	330				hypothetical protein
NOGGKBHB_01626	CDS	396				hypothetical protein
NOGGKBHB_01627	CDS	1173	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
NOGGKBHB_01628	CDS	2154	fadB			Fatty acid oxidation complex subunit alpha
NOGGKBHB_01629	CDS	1125	cbpA			Curved DNA-binding protein
NOGGKBHB_01630	CDS	1317	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
NOGGKBHB_01631	CDS	654	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
NOGGKBHB_01632	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
NOGGKBHB_01633	CDS	612	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
NOGGKBHB_01634	CDS	750				hypothetical protein
NOGGKBHB_01635	CDS	2124	prlC	3.4.24.70	COG0339	Oligopeptidase A
NOGGKBHB_01636	CDS	234				hypothetical protein
NOGGKBHB_01637	CDS	2688				hypothetical protein
NOGGKBHB_01638	CDS	1233				hypothetical protein
NOGGKBHB_01639	CDS	1218				hypothetical protein
NOGGKBHB_01640	CDS	96				hypothetical protein
NOGGKBHB_01641	CDS	2742	btuB_2			Vitamin B12 transporter BtuB
NOGGKBHB_01642	CDS	771				hypothetical protein
NOGGKBHB_01643	CDS	1449	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
NOGGKBHB_01644	CDS	1239	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NOGGKBHB_01645	CDS	2856	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
NOGGKBHB_01646	CDS	711	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
NOGGKBHB_01647	CDS	1851	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
NOGGKBHB_01648	CDS	354	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
NOGGKBHB_01649	CDS	381	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
NOGGKBHB_01650	CDS	1278	gltA	2.3.3.16	COG0372	Citrate synthase
NOGGKBHB_01651	CDS	699				hypothetical protein
NOGGKBHB_01652	CDS	2367	yhgF		COG2183	Protein YhgF
NOGGKBHB_01653	CDS	735	ompR			Transcriptional regulatory protein OmpR
NOGGKBHB_01654	CDS	1005	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
NOGGKBHB_01655	CDS	1212	sstT		COG3633	Serine/threonine transporter SstT
NOGGKBHB_01656	CDS	294				hypothetical protein
NOGGKBHB_01657	CDS	897				hypothetical protein
NOGGKBHB_01658	CDS	327	dksA_2			RNA polymerase-binding transcription factor DksA
NOGGKBHB_01659	CDS	594	yigZ		COG1739	IMPACT family member YigZ
NOGGKBHB_01660	CDS	705	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
NOGGKBHB_01661	CDS	1002				hypothetical protein
NOGGKBHB_01662	CDS	1152	dnaJ_1		COG0484	Chaperone protein DnaJ
NOGGKBHB_01663	CDS	948	panS		COG0385	Pantothenate precursors transporter PanS
NOGGKBHB_01664	CDS	1194	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
NOGGKBHB_01665	CDS	798	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
NOGGKBHB_01666	CDS	981				hypothetical protein
NOGGKBHB_01667	CDS	840	dnaJ_2			Chaperone protein DnaJ
NOGGKBHB_01668	CDS	1950	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
NOGGKBHB_01669	CDS	546				hypothetical protein
NOGGKBHB_01670	CDS	1173				hypothetical protein
NOGGKBHB_01671	CDS	1389	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
NOGGKBHB_01672	CDS	1416				hypothetical protein
NOGGKBHB_01673	CDS	885				hypothetical protein
NOGGKBHB_01674	CDS	861	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
NOGGKBHB_01675	CDS	333	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NOGGKBHB_01676	CDS	1551	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
NOGGKBHB_01677	CDS	510	dsbB			Disulfide bond formation protein B
NOGGKBHB_01678	CDS	1383	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
NOGGKBHB_01679	CDS	477				hypothetical protein
NOGGKBHB_01680	CDS	291			COG2924	putative Fe(2+)-trafficking protein
NOGGKBHB_01681	CDS	591	cas6f	3.1.-.-		CRISPR-associated endonuclease Cas6/Csy4
NOGGKBHB_01682	CDS	1008	csy3			CRISPR-associated protein Csy3
NOGGKBHB_01683	CDS	936	csy2			CRISPR-associated protein Csy2
NOGGKBHB_01684	CDS	1374	csy1			CRISPR-associated protein Csy1
NOGGKBHB_01685	CDS	3414	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
NOGGKBHB_01686	CDS	867	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
	repeat_region	508				
NOGGKBHB_01687	CDS	1908	dnaK		COG0443	Chaperone protein DnaK
NOGGKBHB_01688	CDS	258				hypothetical protein
NOGGKBHB_01689	CDS	873	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
NOGGKBHB_01690	CDS	756				hypothetical protein
NOGGKBHB_01691	CDS	966	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
NOGGKBHB_01692	CDS	1401	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NOGGKBHB_01693	CDS	1842		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NOGGKBHB_01694	CDS	1872	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
NOGGKBHB_01695	CDS	1257	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
NOGGKBHB_01696	CDS	354	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
NOGGKBHB_01697	CDS	891	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
NOGGKBHB_01698	CDS	1176	ldc	4.1.1.17		Lysine/ornithine decarboxylase
NOGGKBHB_01699	CDS	360	fbp_2	5.2.1.8	COG0545	FK506-binding protein
NOGGKBHB_01700	CDS	495	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NOGGKBHB_01701	CDS	1218				hypothetical protein
NOGGKBHB_01702	CDS	1560	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
NOGGKBHB_01703	CDS	2460	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
NOGGKBHB_01704	CDS	1209	recF		COG1195	DNA replication and repair protein RecF
NOGGKBHB_01705	CDS	1158	dnaN		COG0592	Beta sliding clamp
NOGGKBHB_01706	CDS	1404	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
NOGGKBHB_01707	CDS	135	rpmH		COG0230	50S ribosomal protein L34
NOGGKBHB_01708	CDS	414	rnpA	3.1.26.5		Ribonuclease P protein component
NOGGKBHB_01709	CDS	321	yidD			Putative membrane protein insertion efficiency factor
NOGGKBHB_01710	CDS	1644	yidC			Membrane protein insertase YidC
NOGGKBHB_01711	CDS	1401	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
NOGGKBHB_01712	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
NOGGKBHB_01713	CDS	1053	ribD		COG0117	Riboflavin biosynthesis protein RibD
NOGGKBHB_01714	CDS	669	ribE	2.5.1.9		Riboflavin synthase
NOGGKBHB_01715	CDS	1026	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NOGGKBHB_01716	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NOGGKBHB_01717	CDS	1416	thrC	4.2.3.1	COG0498	Threonine synthase
NOGGKBHB_01718	CDS	1212				hypothetical protein
NOGGKBHB_01719	CDS	615	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NOGGKBHB_01720	CDS	261				hypothetical protein
NOGGKBHB_01721	CDS	1095	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NOGGKBHB_01722	CDS	1239	rarA		COG2256	Replication-associated recombination protein A
NOGGKBHB_01723	CDS	423				hypothetical protein
NOGGKBHB_01724	CDS	609	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
NOGGKBHB_01725	CDS	1785				hypothetical protein
NOGGKBHB_01726	CDS	168				hypothetical protein
NOGGKBHB_01727	CDS	933	rocF	3.5.3.1		Arginase
NOGGKBHB_01728	CDS	1254	rocD2	2.6.1.13		Ornithine aminotransferase 2
NOGGKBHB_01729	CDS	462				hypothetical protein
